drug1,drug2,cell,score,label
TEMOZOLOMIDE,BEZ-235,OV90,24.87437084,1
TEMOZOLOMIDE,BEZ-235,RKO,-11.9422058,0
TEMOZOLOMIDE,BEZ-235,RPMI7951,25.29538226,1
TEMOZOLOMIDE,BEZ-235,SKMEL30,44.49785815,1
TEMOZOLOMIDE,BEZ-235,SKMES1,45.57471861,1
TEMOZOLOMIDE,BEZ-235,SW837,21.38063848,1
TEMOZOLOMIDE,BEZ-235,T47D,125.5331215,1
TEMOZOLOMIDE,BEZ-235,UACC62,29.67509151,1
TEMOZOLOMIDE,BEZ-235,VCAP,11.79106386,1
TEMOZOLOMIDE,BORTEZOMIB,A2058,13.54530624,1
TEMOZOLOMIDE,BORTEZOMIB,A2780,-10.80164188,0
TEMOZOLOMIDE,BORTEZOMIB,A375,15.13423488,1
TEMOZOLOMIDE,BORTEZOMIB,A427,-6.870473081,0
TEMOZOLOMIDE,BORTEZOMIB,CAOV3,-18.34832366,0
TEMOZOLOMIDE,BORTEZOMIB,ES2,-20.09520393,0
TEMOZOLOMIDE,BORTEZOMIB,HT144,-22.514284,0
TEMOZOLOMIDE,BORTEZOMIB,HT29,-22.55139135,0
TEMOZOLOMIDE,BORTEZOMIB,KPL1,-26.27031618,0
TEMOZOLOMIDE,BORTEZOMIB,LNCAP,-1.728936438,0
TEMOZOLOMIDE,BORTEZOMIB,MDAMB436,-2.687553158,0
TEMOZOLOMIDE,BORTEZOMIB,MSTO,64.22626125,1
TEMOZOLOMIDE,BORTEZOMIB,NCIH1650,-30.05710857,0
TEMOZOLOMIDE,BORTEZOMIB,NCIH2122,-16.6757735,0
TEMOZOLOMIDE,BORTEZOMIB,NCIH23,-26.3835498,0
TEMOZOLOMIDE,BORTEZOMIB,NCIH460,-24.53825984,0
TEMOZOLOMIDE,BORTEZOMIB,NCIH520,-22.67214272,0
TEMOZOLOMIDE,BORTEZOMIB,OV90,-6.853055939,0
TEMOZOLOMIDE,BORTEZOMIB,RKO,-26.60910397,0
TEMOZOLOMIDE,BORTEZOMIB,RPMI7951,-5.605381458,0
TEMOZOLOMIDE,BORTEZOMIB,SKMEL30,-0.950885452,0
TEMOZOLOMIDE,BORTEZOMIB,SKMES1,-9.256435731,0
TEMOZOLOMIDE,BORTEZOMIB,SKOV3,-16.05876186,0
TEMOZOLOMIDE,BORTEZOMIB,SW620,-2.141414854,0
TEMOZOLOMIDE,BORTEZOMIB,SW837,-15.05217958,0
TEMOZOLOMIDE,BORTEZOMIB,T47D,-20.79693742,0
TEMOZOLOMIDE,BORTEZOMIB,UACC62,-18.67739174,0
TEMOZOLOMIDE,BORTEZOMIB,VCAP,-12.5438155,0
TEMOZOLOMIDE,BORTEZOMIB,ZR751,-2.016282334,0
TEMOZOLOMIDE,DASATINIB,A2058,35.83133859,1
TEMOZOLOMIDE,DASATINIB,A2780,43.36531695,1
TEMOZOLOMIDE,DASATINIB,A375,-1.917616474,0
TEMOZOLOMIDE,DASATINIB,A427,75.39054034,1
TEMOZOLOMIDE,DASATINIB,CAOV3,-29.54940801,0
TEMOZOLOMIDE,DASATINIB,ES2,-0.095831292,0
TEMOZOLOMIDE,DASATINIB,HCT116,-38.05504082,0
TEMOZOLOMIDE,DASATINIB,HT144,-70.06275839,0
TEMOZOLOMIDE,DASATINIB,HT29,-19.48677409,0
TEMOZOLOMIDE,DASATINIB,KPL1,-15.55018341,0
TEMOZOLOMIDE,DASATINIB,LNCAP,11.6566933,1
TEMOZOLOMIDE,DASATINIB,LOVO,12.5673845,1
TEMOZOLOMIDE,DASATINIB,MDAMB436,-5.329564299,0
TEMOZOLOMIDE,DASATINIB,MSTO,98.75639633,1
TEMOZOLOMIDE,DASATINIB,NCIH2122,-93.75462962,0
TEMOZOLOMIDE,DASATINIB,NCIH23,-9.342896723,0
TEMOZOLOMIDE,DASATINIB,NCIH520,21.99613399,1
TEMOZOLOMIDE,DASATINIB,RKO,-31.06141838,0
TEMOZOLOMIDE,DASATINIB,RPMI7951,30.90064766,1
TEMOZOLOMIDE,DASATINIB,SKMEL30,-19.64802654,0
TEMOZOLOMIDE,DASATINIB,SKMES1,-3.716320827,0
TEMOZOLOMIDE,DASATINIB,SKOV3,-9.783202295,0
TEMOZOLOMIDE,DASATINIB,SW620,42.14149915,1
TEMOZOLOMIDE,DASATINIB,SW837,-3.781051013,0
TEMOZOLOMIDE,DASATINIB,T47D,-48.83282624,0
TEMOZOLOMIDE,DASATINIB,UACC62,-10.45237754,0
TEMOZOLOMIDE,DASATINIB,VCAP,-51.49425284,0
TEMOZOLOMIDE,DASATINIB,ZR751,-88.10193126,0
TEMOZOLOMIDE,DINACICLIB,A375,-4.030124674,0
TEMOZOLOMIDE,DINACICLIB,A427,14.51794752,1
TEMOZOLOMIDE,DINACICLIB,CAOV3,-16.69389736,0
TEMOZOLOMIDE,DINACICLIB,HCT116,-6.372956623,0
TEMOZOLOMIDE,DINACICLIB,HT144,-112.8985594,0
TEMOZOLOMIDE,DINACICLIB,HT29,-8.582762091,0
TEMOZOLOMIDE,DINACICLIB,KPL1,-11.21521436,0
TEMOZOLOMIDE,DINACICLIB,LNCAP,-47.84756929,0
TEMOZOLOMIDE,DINACICLIB,LOVO,-11.89639077,0
TEMOZOLOMIDE,DINACICLIB,MSTO,-43.69350464,0
TEMOZOLOMIDE,DINACICLIB,NCIH1650,-5.229591048,0
TEMOZOLOMIDE,DINACICLIB,NCIH2122,-2.266335485,0
TEMOZOLOMIDE,DINACICLIB,NCIH23,-6.16634452,0
TEMOZOLOMIDE,DINACICLIB,NCIH460,-4.512655862,0
TEMOZOLOMIDE,DINACICLIB,NCIH520,-8.632649681,0
TEMOZOLOMIDE,DINACICLIB,OV90,-3.638674863,0
TEMOZOLOMIDE,DINACICLIB,RPMI7951,12.70817922,1
TEMOZOLOMIDE,DINACICLIB,SKOV3,-8.715545558,0
TEMOZOLOMIDE,DINACICLIB,SW837,-85.3988769,0
TEMOZOLOMIDE,DINACICLIB,T47D,-21.73465024,0
TEMOZOLOMIDE,DINACICLIB,UACC62,15.26761488,1
TEMOZOLOMIDE,DINACICLIB,ZR751,-44.06052265,0
TEMOZOLOMIDE,ERLOTINIB,A2058,23.16919171,1
TEMOZOLOMIDE,ERLOTINIB,A2780,30.84922294,1
TEMOZOLOMIDE,ERLOTINIB,A375,14.65073853,1
TEMOZOLOMIDE,ERLOTINIB,A427,33.22563812,1
TEMOZOLOMIDE,ERLOTINIB,CAOV3,-36.26072775,0
TEMOZOLOMIDE,ERLOTINIB,HCT116,22.53207054,1
TEMOZOLOMIDE,ERLOTINIB,HT144,-5.285456097,0
TEMOZOLOMIDE,ERLOTINIB,HT29,-0.926017295,0
TEMOZOLOMIDE,ERLOTINIB,LOVO,-9.579302695,0
TEMOZOLOMIDE,ERLOTINIB,MDAMB436,-3.483638675,0
TEMOZOLOMIDE,ERLOTINIB,MSTO,-49.23518266,0
TEMOZOLOMIDE,ERLOTINIB,NCIH1650,-31.23251346,0
TEMOZOLOMIDE,ERLOTINIB,NCIH23,-8.72888978,0
TEMOZOLOMIDE,ERLOTINIB,NCIH460,13.92492646,1
TEMOZOLOMIDE,ERLOTINIB,NCIH520,19.51734656,1
TEMOZOLOMIDE,ERLOTINIB,OV90,-0.248809472,0
TEMOZOLOMIDE,ERLOTINIB,RKO,-14.28199136,0
TEMOZOLOMIDE,ERLOTINIB,RPMI7951,16.00564435,1
TEMOZOLOMIDE,ERLOTINIB,SKMEL30,17.08005593,1
TEMOZOLOMIDE,ERLOTINIB,SKMES1,11.36110987,1
TEMOZOLOMIDE,ERLOTINIB,SKOV3,-6.865648901,0
TEMOZOLOMIDE,ERLOTINIB,SW620,15.7176475,1
TEMOZOLOMIDE,ERLOTINIB,SW837,15.17934771,1
TEMOZOLOMIDE,ERLOTINIB,T47D,-25.75609877,0
TEMOZOLOMIDE,ERLOTINIB,UACC62,28.79115016,1
TEMOZOLOMIDE,ERLOTINIB,VCAP,10.90420489,1
TEMOZOLOMIDE,ERLOTINIB,ZR751,-53.82800028,0
TEMOZOLOMIDE,GELDANAMYCIN,A2058,42.11185035,1
TEMOZOLOMIDE,GELDANAMYCIN,A2780,-9.405366321,0
TEMOZOLOMIDE,GELDANAMYCIN,A375,-6.32770356,0
TEMOZOLOMIDE,GELDANAMYCIN,A427,34.08669248,1
TEMOZOLOMIDE,GELDANAMYCIN,CAOV3,-11.61551746,0
TEMOZOLOMIDE,GELDANAMYCIN,ES2,-3.040881406,0
TEMOZOLOMIDE,GELDANAMYCIN,HT144,-16.7660734,0
TEMOZOLOMIDE,GELDANAMYCIN,HT29,-9.803305819,0
TEMOZOLOMIDE,GELDANAMYCIN,KPL1,-34.11838441,0
TEMOZOLOMIDE,GELDANAMYCIN,LNCAP,16.02396993,1
TEMOZOLOMIDE,GELDANAMYCIN,LOVO,-3.986723154,0
TEMOZOLOMIDE,GELDANAMYCIN,MSTO,-16.08640456,0
TEMOZOLOMIDE,GELDANAMYCIN,NCIH1650,-32.42260795,0
TEMOZOLOMIDE,GELDANAMYCIN,NCIH2122,-16.66110668,0
TEMOZOLOMIDE,GELDANAMYCIN,NCIH23,-25.69200386,0
TEMOZOLOMIDE,GELDANAMYCIN,NCIH460,-15.34747403,0
TEMOZOLOMIDE,GELDANAMYCIN,NCIH520,-10.28606148,0
TEMOZOLOMIDE,GELDANAMYCIN,OV90,-8.208756963,0
TEMOZOLOMIDE,GELDANAMYCIN,RKO,-32.85212692,0
TEMOZOLOMIDE,GELDANAMYCIN,RPMI7951,-7.403200339,0
TEMOZOLOMIDE,GELDANAMYCIN,SKMEL30,23.25775584,1
TEMOZOLOMIDE,GELDANAMYCIN,SKOV3,-28.68585428,0
TEMOZOLOMIDE,GELDANAMYCIN,SW620,-2.32094613,0
TEMOZOLOMIDE,GELDANAMYCIN,SW837,-26.19824485,0
TEMOZOLOMIDE,GELDANAMYCIN,T47D,-35.90471742,0
TEMOZOLOMIDE,GELDANAMYCIN,UACC62,-18.90422789,0
TEMOZOLOMIDE,GELDANAMYCIN,VCAP,-40.59807165,0
TEMOZOLOMIDE,GELDANAMYCIN,ZR751,-39.65495694,0
TEMOZOLOMIDE,LAPATINIB,A2058,20.26452956,1
TEMOZOLOMIDE,LAPATINIB,A2780,22.47873475,1
TEMOZOLOMIDE,LAPATINIB,A375,19.16439051,1
TEMOZOLOMIDE,LAPATINIB,A427,-4.005522915,0
TEMOZOLOMIDE,LAPATINIB,ES2,-3.540800504,0
TEMOZOLOMIDE,LAPATINIB,HT29,12.93044004,1
TEMOZOLOMIDE,LAPATINIB,KPL1,-11.1993314,0
TEMOZOLOMIDE,LAPATINIB,MDAMB436,19.91189498,1
TEMOZOLOMIDE,LAPATINIB,MSTO,14.65631939,1
TEMOZOLOMIDE,LAPATINIB,NCIH1650,-25.78010708,0
TEMOZOLOMIDE,LAPATINIB,NCIH460,-1.916119502,0
TEMOZOLOMIDE,LAPATINIB,RKO,-7.366399549,0
TEMOZOLOMIDE,LAPATINIB,SKMEL30,23.5185448,1
TEMOZOLOMIDE,LAPATINIB,SKOV3,-12.14107808,0
TEMOZOLOMIDE,LAPATINIB,SW837,-3.779459274,0
TEMOZOLOMIDE,LAPATINIB,T47D,-87.2150434,0
TEMOZOLOMIDE,LAPATINIB,UACC62,27.12344862,1
TEMOZOLOMIDE,LAPATINIB,VCAP,-6.400947724,0
TEMOZOLOMIDE,LAPATINIB,ZR751,-40.74352858,0
TEMOZOLOMIDE,MK-2206,A2058,14.25526311,1
TEMOZOLOMIDE,MK-2206,A2780,13.73234264,1
TEMOZOLOMIDE,MK-2206,A427,30.45352386,1
TEMOZOLOMIDE,MK-2206,ES2,-6.685772456,0
TEMOZOLOMIDE,MK-2206,HCT116,-1.588479205,0
TEMOZOLOMIDE,MK-2206,KPL1,24.63347878,1
TEMOZOLOMIDE,MK-2206,MDAMB436,18.01997435,1
TEMOZOLOMIDE,MK-2206,MSTO,31.07363225,1
TEMOZOLOMIDE,MK-2206,NCIH1650,-34.48292861,0
TEMOZOLOMIDE,MK-2206,NCIH2122,-5.931558085,0
TEMOZOLOMIDE,MK-2206,NCIH23,-9.301232868,0
TEMOZOLOMIDE,MK-2206,NCIH520,-3.184065487,0
TEMOZOLOMIDE,MK-2206,OV90,19.19556195,1
TEMOZOLOMIDE,MK-2206,RKO,18.63402863,1
TEMOZOLOMIDE,MK-2206,RPMI7951,24.97117194,1
TEMOZOLOMIDE,MK-2206,SKMEL30,29.67219831,1
TEMOZOLOMIDE,MK-2206,SKMES1,22.09312489,1
TEMOZOLOMIDE,MK-2206,SW620,13.54296974,1
TEMOZOLOMIDE,MK-2206,SW837,-5.948580952,0
TEMOZOLOMIDE,MK-2206,T47D,-31.49347594,0
TEMOZOLOMIDE,MK-2206,UACC62,22.96835963,1
TEMOZOLOMIDE,MK-2206,VCAP,-10.89354601,0
TEMOZOLOMIDE,MK-4827,A2058,36.94715511,1
TEMOZOLOMIDE,MK-4827,A2058,36.94715511,1
TEMOZOLOMIDE,MK-4827,A2780,71.43443667,1
TEMOZOLOMIDE,MK-4827,A375,88.06453168,1
TEMOZOLOMIDE,MK-4827,A375,88.06453168,1
TEMOZOLOMIDE,MK-4827,A427,28.3202732,1
TEMOZOLOMIDE,MK-4827,A427,28.3202732,1
TEMOZOLOMIDE,MK-4827,CAOV3,109.682655,1
TEMOZOLOMIDE,MK-4827,CAOV3,109.682655,1
TEMOZOLOMIDE,MK-4827,ES2,28.02652339,1
TEMOZOLOMIDE,MK-4827,ES2,28.02652339,1
TEMOZOLOMIDE,MK-4827,HCT116,58.52389023,1
TEMOZOLOMIDE,MK-4827,HCT116,58.52389023,1
TEMOZOLOMIDE,MK-4827,HT144,23.3087924,1
TEMOZOLOMIDE,MK-4827,HT29,59.22358233,1
TEMOZOLOMIDE,MK-4827,HT29,59.22358233,1
TEMOZOLOMIDE,MK-4827,KPL1,-9.808937825,0
TEMOZOLOMIDE,MK-4827,LNCAP,35.82527467,1
TEMOZOLOMIDE,MK-4827,LOVO,50.41543231,1
TEMOZOLOMIDE,MK-4827,LOVO,50.41543231,1
TEMOZOLOMIDE,MK-4827,MDAMB436,51.06938447,1
TEMOZOLOMIDE,MK-4827,MSTO,81.29174808,1
TEMOZOLOMIDE,MK-4827,NCIH1650,22.87569064,1
TEMOZOLOMIDE,MK-4827,NCIH1650,22.87569064,1
TEMOZOLOMIDE,MK-4827,NCIH2122,38.61535891,1
TEMOZOLOMIDE,MK-4827,NCIH2122,38.61535891,1
TEMOZOLOMIDE,MK-4827,NCIH23,33.94380832,1
TEMOZOLOMIDE,MK-4827,NCIH23,33.94380832,1
TEMOZOLOMIDE,MK-4827,NCIH460,74.82248693,1
TEMOZOLOMIDE,MK-4827,NCIH520,36.82330697,1
TEMOZOLOMIDE,MK-4827,OV90,61.59442847,1
TEMOZOLOMIDE,MK-4827,RKO,53.11336107,1
TEMOZOLOMIDE,MK-4827,RPMI7951,53.04393869,1
TEMOZOLOMIDE,MK-4827,SKMEL30,36.25245563,1
TEMOZOLOMIDE,MK-4827,SKMES1,74.27296817,1
TEMOZOLOMIDE,MK-4827,SKOV3,58.35177786,1
TEMOZOLOMIDE,MK-4827,SW620,26.3602678,1
TEMOZOLOMIDE,MK-4827,SW620,26.3602678,1
TEMOZOLOMIDE,MK-4827,SW837,18.67592741,1
TEMOZOLOMIDE,MK-4827,T47D,44.99315653,1
TEMOZOLOMIDE,MK-4827,UACC62,46.8582166,1
TEMOZOLOMIDE,MK-4827,VCAP,57.97914751,1
TEMOZOLOMIDE,MK-4827,ZR751,20.00840657,1
TEMOZOLOMIDE,MK-5108,A2058,-7.44008441,0
TEMOZOLOMIDE,MK-5108,A2780,-2.500158424,0
TEMOZOLOMIDE,MK-5108,A427,30.88720182,1
TEMOZOLOMIDE,MK-5108,CAOV3,-23.28256579,0
TEMOZOLOMIDE,MK-5108,ES2,-10.27720836,0
TEMOZOLOMIDE,MK-5108,HT144,-9.094887918,0
TEMOZOLOMIDE,MK-5108,KPL1,-29.7191092,0
TEMOZOLOMIDE,MK-5108,LNCAP,-77.0883024,0
TEMOZOLOMIDE,MK-5108,MSTO,-11.18681902,0
TEMOZOLOMIDE,MK-5108,NCIH1650,-12.61377547,0
TEMOZOLOMIDE,MK-5108,NCIH2122,-9.133041361,0
TEMOZOLOMIDE,MK-5108,NCIH460,-19.03012912,0
TEMOZOLOMIDE,MK-5108,NCIH520,-14.93798129,0
TEMOZOLOMIDE,MK-5108,OV90,-2.135051756,0
TEMOZOLOMIDE,MK-5108,SKMES1,-4.263224373,0
TEMOZOLOMIDE,MK-5108,SW837,13.16792224,1
TEMOZOLOMIDE,MK-5108,T47D,-12.12996289,0
TEMOZOLOMIDE,MK-5108,UACC62,-2.89239501,0
TEMOZOLOMIDE,MK-5108,VCAP,-8.770771435,0
TEMOZOLOMIDE,MK-5108,ZR751,-62.02604411,0
TEMOZOLOMIDE,MK-8669,A2058,19.94982501,1
TEMOZOLOMIDE,MK-8669,A2780,38.2407195,1
TEMOZOLOMIDE,MK-8669,A375,25.02396601,1
TEMOZOLOMIDE,MK-8669,A427,38.89985303,1
TEMOZOLOMIDE,MK-8669,CAOV3,-36.49745473,0
TEMOZOLOMIDE,MK-8669,ES2,34.24466715,1
TEMOZOLOMIDE,MK-8669,HCT116,17.15561975,1
TEMOZOLOMIDE,MK-8669,HT144,-1.282412626,0
TEMOZOLOMIDE,MK-8669,KPL1,66.07571301,1
TEMOZOLOMIDE,MK-8669,LNCAP,33.00333461,1
TEMOZOLOMIDE,MK-8669,LOVO,13.32260584,1
TEMOZOLOMIDE,MK-8669,MSTO,67.69333172,1
TEMOZOLOMIDE,MK-8669,NCIH1650,-7.116034368,0
TEMOZOLOMIDE,MK-8669,NCIH2122,21.55886685,1
TEMOZOLOMIDE,MK-8669,NCIH23,-0.709098847,0
TEMOZOLOMIDE,MK-8669,NCIH460,29.46092393,1
TEMOZOLOMIDE,MK-8669,NCIH520,17.22488765,1
TEMOZOLOMIDE,MK-8669,OV90,19.84242261,1
TEMOZOLOMIDE,MK-8669,RKO,31.38914651,1
TEMOZOLOMIDE,MK-8669,RPMI7951,35.84369536,1
TEMOZOLOMIDE,MK-8669,SKMEL30,50.21066429,1
TEMOZOLOMIDE,MK-8669,SKMES1,41.62534471,1
TEMOZOLOMIDE,MK-8669,SKOV3,12.1359172,1
TEMOZOLOMIDE,MK-8669,SW620,12.04095442,1
TEMOZOLOMIDE,MK-8669,SW837,-15.19755964,0
TEMOZOLOMIDE,MK-8669,UACC62,28.00742879,1
TEMOZOLOMIDE,MK-8776,A2058,135.2884354,1
TEMOZOLOMIDE,MK-8776,A2058,135.2884354,1
TEMOZOLOMIDE,MK-8776,A375,29.98915899,1
TEMOZOLOMIDE,MK-8776,A427,88.19953849,1
TEMOZOLOMIDE,MK-8776,A427,88.19953849,1
TEMOZOLOMIDE,MK-8776,CAOV3,19.3067462,1
TEMOZOLOMIDE,MK-8776,CAOV3,19.3067462,0
TEMOZOLOMIDE,MK-8776,ES2,25.39389359,1
TEMOZOLOMIDE,MK-8776,ES2,25.39389359,0
TEMOZOLOMIDE,MK-8776,HCT116,-0.25582538,0
TEMOZOLOMIDE,MK-8776,HCT116,-0.25582538,0
TEMOZOLOMIDE,MK-8776,HT29,-6.106198035,0
TEMOZOLOMIDE,MK-8776,HT29,-6.106198035,0
TEMOZOLOMIDE,MK-8776,KPL1,-17.33442044,0
TEMOZOLOMIDE,MK-8776,LNCAP,18.62031817,1
TEMOZOLOMIDE,MK-8776,LOVO,5.774271265,1
TEMOZOLOMIDE,MK-8776,MDAMB436,14.70766583,1
TEMOZOLOMIDE,MK-8776,NCIH1650,-12.68825711,0
TEMOZOLOMIDE,MK-8776,NCIH2122,-23.80632904,0
TEMOZOLOMIDE,MK-8776,NCIH2122,-23.80632904,0
TEMOZOLOMIDE,MK-8776,NCIH23,-144.235702,0
TEMOZOLOMIDE,MK-8776,NCIH23,-144.235702,0
TEMOZOLOMIDE,MK-8776,NCIH460,-9.21820716,0
TEMOZOLOMIDE,MK-8776,OV90,17.65172459,1
TEMOZOLOMIDE,MK-8776,RPMI7951,21.96791546,1
TEMOZOLOMIDE,MK-8776,SKMEL30,64.66499193,1
TEMOZOLOMIDE,MK-8776,SKMES1,-4.302925531,0
TEMOZOLOMIDE,MK-8776,SKOV3,24.18053227,1
TEMOZOLOMIDE,MK-8776,SW620,31.39099833,1
TEMOZOLOMIDE,MK-8776,SW620,31.39099833,1
TEMOZOLOMIDE,MK-8776,SW837,-35.30482667,0
TEMOZOLOMIDE,MK-8776,T47D,-35.27358527,0
TEMOZOLOMIDE,MK-8776,ZR751,-50.1731666,0
TEMOZOLOMIDE,PD325901,A2058,37.10782277,1
TEMOZOLOMIDE,PD325901,A2780,11.52767113,1
TEMOZOLOMIDE,PD325901,A375,-0.477552323,0
TEMOZOLOMIDE,PD325901,A427,43.19257115,1
TEMOZOLOMIDE,PD325901,CAOV3,-16.86903332,0
TEMOZOLOMIDE,PD325901,ES2,46.51055745,1
TEMOZOLOMIDE,PD325901,HCT116,-12.89104904,0
TEMOZOLOMIDE,PD325901,HT144,-2.301766287,0
TEMOZOLOMIDE,PD325901,HT29,-11.54813233,0
TEMOZOLOMIDE,PD325901,KPL1,-17.7324356,0
TEMOZOLOMIDE,PD325901,LNCAP,-5.516176003,0
TEMOZOLOMIDE,PD325901,LOVO,-6.771502583,0
TEMOZOLOMIDE,PD325901,MSTO,-3.00072896,0
TEMOZOLOMIDE,PD325901,NCIH1650,-23.91874311,0
TEMOZOLOMIDE,PD325901,NCIH2122,-1.603763805,0
TEMOZOLOMIDE,PD325901,NCIH23,-19.21524146,0
TEMOZOLOMIDE,PD325901,RPMI7951,21.90448437,1
TEMOZOLOMIDE,PD325901,SKMES1,-15.06437597,0
TEMOZOLOMIDE,PD325901,SKOV3,-18.88124937,0
TEMOZOLOMIDE,PD325901,SW620,14.76678855,1
TEMOZOLOMIDE,PD325901,SW837,-5.99569534,0
TEMOZOLOMIDE,PD325901,T47D,-13.59839648,0
TEMOZOLOMIDE,PD325901,UACC62,-10.37817968,0
TEMOZOLOMIDE,PD325901,VCAP,-31.43592561,0
TEMOZOLOMIDE,PD325901,ZR751,-36.25157619,0
TEMOZOLOMIDE,SN-38,A375,-5.001993598,0
TEMOZOLOMIDE,SN-38,CAOV3,-38.35767411,0
TEMOZOLOMIDE,SN-38,HCT116,-9.556941325,0
TEMOZOLOMIDE,SN-38,HT144,-35.9449781,0
TEMOZOLOMIDE,SN-38,HT29,-7.888423637,0
TEMOZOLOMIDE,SN-38,KPL1,-17.39078427,0
TEMOZOLOMIDE,SN-38,LOVO,-29.84824188,0
TEMOZOLOMIDE,SN-38,MDAMB436,-2.572013398,0
TEMOZOLOMIDE,SN-38,MSTO,-2.317765271,0
TEMOZOLOMIDE,SN-38,NCIH1650,-33.43385696,0
TEMOZOLOMIDE,SN-38,NCIH2122,-13.72631485,0
TEMOZOLOMIDE,SN-38,NCIH23,-19.76704375,0
TEMOZOLOMIDE,SN-38,NCIH460,-14.7813804,0
TEMOZOLOMIDE,SN-38,NCIH520,-8.991422975,0
TEMOZOLOMIDE,SN-38,OV90,-19.00683575,0
TEMOZOLOMIDE,SN-38,RKO,-12.0477968,0
TEMOZOLOMIDE,SN-38,RPMI7951,-4.027660591,0
TEMOZOLOMIDE,SN-38,SKOV3,-22.21048262,0
TEMOZOLOMIDE,SN-38,SW837,-37.07104306,0
TEMOZOLOMIDE,SN-38,T47D,-81.09317162,0
TEMOZOLOMIDE,SN-38,UACC62,-5.235666195,0
TEMOZOLOMIDE,SN-38,VCAP,-12.43379703,0
TEMOZOLOMIDE,SN-38,ZR751,-64.47985647,0
TEMOZOLOMIDE,SORAFENIB,A2058,-1.019573635,0
TEMOZOLOMIDE,SORAFENIB,A375,11.60283778,1
TEMOZOLOMIDE,SORAFENIB,A427,22.68068564,1
TEMOZOLOMIDE,SORAFENIB,CAOV3,-4.690960861,0
TEMOZOLOMIDE,SORAFENIB,HCT116,10.89744473,1
TEMOZOLOMIDE,SORAFENIB,HT29,-3.1063573,0
TEMOZOLOMIDE,SORAFENIB,LNCAP,-11.4422593,0
TEMOZOLOMIDE,SORAFENIB,LOVO,-7.361379537,0
TEMOZOLOMIDE,SORAFENIB,MSTO,-11.09112855,0
TEMOZOLOMIDE,SORAFENIB,NCIH1650,-5.475247986,0
TEMOZOLOMIDE,SORAFENIB,NCIH2122,-2.439074493,0
TEMOZOLOMIDE,SORAFENIB,NCIH23,-0.344795528,0
TEMOZOLOMIDE,SORAFENIB,NCIH520,13.82210367,1
TEMOZOLOMIDE,SORAFENIB,OV90,11.89861617,1
TEMOZOLOMIDE,SORAFENIB,RKO,16.90976066,1
TEMOZOLOMIDE,SORAFENIB,RPMI7951,-2.725051066,0
TEMOZOLOMIDE,SORAFENIB,SKMES1,24.59771309,1
TEMOZOLOMIDE,SORAFENIB,SKOV3,11.98839941,1
TEMOZOLOMIDE,SORAFENIB,T47D,13.22003559,1
TEMOZOLOMIDE,SORAFENIB,UACC62,12.23240076,1
TEMOZOLOMIDE,SORAFENIB,VCAP,12.24034409,1
TEMOZOLOMIDE,SORAFENIB,ZR751,-34.87701752,0
TEMOZOLOMIDE,TOPOTECAN,A2058,10.18331052,1
TEMOZOLOMIDE,TOPOTECAN,A2780,10.51804778,1
TEMOZOLOMIDE,TOPOTECAN,A427,10.89726154,1
TEMOZOLOMIDE,TOPOTECAN,ES2,10.20258594,1
TEMOZOLOMIDE,TOPOTECAN,HT29,13.50402613,1
TEMOZOLOMIDE,TOPOTECAN,KPL1,-8.372166016,0
TEMOZOLOMIDE,TOPOTECAN,LNCAP,-130.8320847,0
TEMOZOLOMIDE,TOPOTECAN,LOVO,-7.742677237,0
TEMOZOLOMIDE,TOPOTECAN,MSTO,11.80760232,1
TEMOZOLOMIDE,TOPOTECAN,NCIH1650,-7.104534365,0
TEMOZOLOMIDE,TOPOTECAN,NCIH460,-15.65452065,0
TEMOZOLOMIDE,TOPOTECAN,SKMEL30,20.6515056,1
TEMOZOLOMIDE,TOPOTECAN,SKMES1,22.16661787,1
TEMOZOLOMIDE,TOPOTECAN,SKOV3,-14.20781623,0
TEMOZOLOMIDE,TOPOTECAN,SW620,12.67525627,1
TEMOZOLOMIDE,TOPOTECAN,SW837,-12.06393634,0
TEMOZOLOMIDE,TOPOTECAN,UACC62,11.7003691,1
TEMOZOLOMIDE,TOPOTECAN,ZR751,-29.68251629,0
TOPOTECAN,BEZ-235,A375,24.10423562,1
TOPOTECAN,BEZ-235,A427,37.86464677,1
TOPOTECAN,BEZ-235,ES2,16.31012519,1
TOPOTECAN,BEZ-235,HCT116,21.17556739,1
TOPOTECAN,BEZ-235,HT144,48.75629793,1
TOPOTECAN,BEZ-235,HT29,21.72575205,1
TOPOTECAN,BEZ-235,KPL1,35.5881672,1
TOPOTECAN,BEZ-235,LNCAP,68.80060551,1
TOPOTECAN,BEZ-235,LOVO,14.12689082,1
TOPOTECAN,BEZ-235,MDAMB436,25.39898136,1
TOPOTECAN,BEZ-235,MSTO,15.74403461,1
TOPOTECAN,BEZ-235,NCIH1650,21.36557399,1
TOPOTECAN,BEZ-235,NCIH2122,18.34027931,1
TOPOTECAN,BEZ-235,NCIH460,16.75606742,1
TOPOTECAN,BEZ-235,NCIH520,22.1998106,1
TOPOTECAN,BEZ-235,RKO,26.36018076,1
TOPOTECAN,BEZ-235,RPMI7951,-2.543142071,0
TOPOTECAN,BEZ-235,SKMEL30,23.4691515,1
TOPOTECAN,BEZ-235,SKMES1,17.97973372,1
TOPOTECAN,BEZ-235,SW620,17.19982758,1
TOPOTECAN,BEZ-235,SW837,25.18286399,1
